"Yr","Seas","FltSvy","Gender","Part","Ageerr","Lbin_lo","Lbin_hi","Nsamp","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21"
1999,7,2,1,0,1,48,48,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
1999,7,2,1,0,1,50,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
1999,7,2,1,0,1,52,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,7,2,1,0,1,12,12,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,2,1,0,1,14,14,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,2,1,0,1,16,16,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,2,1,0,1,18,18,13,0,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,2,1,0,1,20,20,9,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,2,1,0,1,22,22,10,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,2,1,0,1,24,24,10,0,0,0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,2,1,0,1,26,26,13,0,0,0,1,2,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2000,7,2,1,0,1,28,28,17,0,0,0,0,1,1,4,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,3,1,0,1,0,0,0,0,0,0,0,0,0
2000,7,2,1,0,1,30,30,18,0,0,0,0,0,2,0,2,4,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,6,3,0,1,0,0,0,0,0,0,0,0
2000,7,2,1,0,1,32,32,14,0,0,0,0,0,0,0,3,2,2,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,0,2,1,0,0,1,0,0,0,0
2000,7,2,1,0,1,34,34,16,0,0,0,0,0,2,0,1,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,5,1,1,1,1,0,0,0,0,0,0,0
2000,7,2,1,0,1,36,36,18,0,0,0,0,0,0,1,0,2,2,2,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,4,2,0,1,1,0,0,0,0
2000,7,2,1,0,1,38,38,19,0,0,0,0,0,0,0,0,3,0,2,1,7,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,7,3,0,2,1,0,0,0,0
2000,7,2,1,0,1,40,40,15,0,0,0,0,0,0,0,0,0,1,0,2,0,1,5,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,5,1,2,1,1,0,1
2000,7,2,1,0,1,42,42,18,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,3,1,1,0,2,2
2000,7,2,1,0,1,44,44,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,1,4,2,3
2000,7,2,1,0,1,46,46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,3,0,1
2000,7,2,1,0,1,48,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
2000,7,2,1,0,1,50,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2000,7,2,1,0,1,52,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2000,7,2,1,0,1,54,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2001,7,2,1,0,1,10,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,2,1,0,1,14,14,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,2,1,0,1,16,16,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,2,1,0,1,18,18,14,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,2,1,0,1,20,20,14,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,2,1,0,1,22,22,14,0,0,1,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,2,1,0,1,24,24,14,0,0,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,2,1,0,1,26,26,15,0,0,0,2,3,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2001,7,2,1,0,1,28,28,21,0,0,0,0,2,10,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,2,1,0,1,30,30,18,0,0,0,0,2,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,2,1,0,1,32,32,21,0,0,0,0,0,1,5,2,5,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,2,2,2,1,0,1,0,0,0,0,0,0
2001,7,2,1,0,1,34,34,19,0,0,0,0,0,0,0,5,5,3,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,2,0,0,0,1,1,0,0,0,0
2001,7,2,1,0,1,36,36,19,0,0,0,0,0,0,0,3,4,1,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,4,4,2,0,0,0,0,0,0
2001,7,2,1,0,1,38,38,21,0,0,0,0,0,0,0,0,0,5,2,3,1,2,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,5,2,3,1,2,1,1,2,0,1,1,2
2001,7,2,1,0,1,40,40,21,0,0,0,0,0,0,0,0,1,3,2,2,2,1,3,0,2,2,1,0,2,0,0,0,0,0,0,0,0,1,3,2,2,2,1,3,0,2,2,1,0,2
2001,7,2,1,0,1,42,42,11,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2,0,0,0,1
2001,7,2,1,0,1,44,44,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,3,1,2,0
2001,7,2,1,0,1,46,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,2,1,2
2001,7,2,1,0,1,48,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,2
2001,7,2,1,0,1,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2002,7,2,1,0,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,10,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,12,12,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,14,14,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,16,16,12,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,18,18,10,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,20,20,13,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,22,22,17,0,0,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,24,24,15,0,0,0,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,26,26,14,0,0,0,2,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,28,28,11,0,0,0,0,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,30,30,14,0,0,0,0,0,5,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,32,32,14,0,0,0,0,0,1,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0
2002,7,2,1,0,1,34,34,16,0,0,0,0,0,2,1,2,1,3,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,2,1,3,3,1,0,0,1,1,0,0,1,0,0
2002,7,2,1,0,1,36,36,18,0,0,0,0,0,0,1,2,2,1,6,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,6,1,0,3,0,1,0,1,0,0,0
2002,7,2,1,0,1,38,38,18,0,0,0,0,0,0,0,1,2,2,5,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,2,2,0,2,0,2,0,0,0,0
2002,7,2,1,0,1,40,40,18,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,0,2,1,2,0,2
2002,7,2,1,0,1,42,42,18,0,0,0,0,0,0,0,0,0,1,2,3,3,2,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,2,3,3,2,0,0,1,3,0,0,3
2002,7,2,1,0,1,44,44,16,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,1,1,4,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,1,1,4,3
2002,7,2,1,0,1,46,46,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,4
2002,7,2,1,0,1,48,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2
2002,7,2,1,0,1,50,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2002,7,2,1,0,1,52,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2003,7,2,1,0,1,12,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,2,1,0,1,14,14,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,2,1,0,1,16,16,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,2,1,0,1,18,18,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,2,1,0,1,20,20,7,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,2,1,0,1,22,22,6,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,2,1,0,1,24,24,11,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,2,1,0,1,26,26,5,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,2,1,0,1,28,28,9,0,0,0,0,2,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2003,7,2,1,0,1,30,30,8,0,0,0,0,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2003,7,2,1,0,1,32,32,10,0,0,0,0,3,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2003,7,2,1,0,1,34,34,8,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,0,0,1,0,0,0
2003,7,2,1,0,1,36,36,10,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,1,1,1,0,0,0
2003,7,2,1,0,1,38,38,8,0,0,0,0,0,0,0,1,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,1,0,0,0,1,0,0
2003,7,2,1,0,1,40,40,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0
2003,7,2,1,0,1,42,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2
2003,7,2,1,0,1,44,44,9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,1,1,1
2003,7,2,1,0,1,46,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
2003,7,2,1,0,1,48,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2
2004,7,2,1,0,1,10,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,12,12,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,14,14,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,16,16,8,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,18,18,11,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,20,20,13,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,22,22,13,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,24,24,14,0,0,0,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,26,26,15,0,0,0,1,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,28,28,14,0,0,0,1,3,5,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,30,30,17,0,0,0,0,4,5,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,32,32,15,0,0,0,0,1,3,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,34,34,16,0,0,0,0,1,5,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0
2004,7,2,1,0,1,36,36,17,0,0,0,0,1,1,1,5,1,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,3,2,0,1,1,0,1,0,0,0,0,0
2004,7,2,1,0,1,38,38,16,0,0,0,0,0,0,0,1,1,3,2,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,5,0,1,1,2,0,0,0,0,0
2004,7,2,1,0,1,40,40,18,0,0,0,0,0,0,0,0,0,2,3,0,1,4,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,4,2,2,0,3,0,0,1
2004,7,2,1,0,1,42,42,17,0,0,0,0,0,0,0,0,0,1,0,3,7,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,0,0,2,2,1,1,0,0
2004,7,2,1,0,1,44,44,19,0,0,0,0,0,0,0,0,0,0,2,1,6,0,2,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,1,6,0,2,3,0,0,2,0,3
2004,7,2,1,0,1,46,46,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,2,1,2
2004,7,2,1,0,1,48,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,2,4
2004,7,2,1,0,1,50,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
2005,7,2,1,0,1,10,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,12,12,10,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,14,14,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,16,16,13,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,18,18,11,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,20,20,15,0,0,3,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,22,22,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,24,24,15,0,0,0,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,26,26,9,0,0,0,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,28,28,15,0,0,0,0,1,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,30,30,18,0,0,0,0,0,4,8,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,1,0,0,1,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,32,32,18,0,0,0,0,0,3,6,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,1,2,1,0,0,0,0,0,0,0,0
2005,7,2,1,0,1,34,34,13,0,0,0,0,0,0,1,2,2,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,0,2,0,0,0,0,0,0,0
2005,7,2,1,0,1,36,36,15,0,0,0,0,0,1,2,3,0,2,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,0,2,1,2,1,2,0,0,0,1,0,0,0
2005,7,2,1,0,1,38,38,11,0,0,0,0,0,0,0,2,1,1,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,2,0,0,0,1,1,0,0
2005,7,2,1,0,1,40,40,11,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,0,1,0,1,0,0
2005,7,2,1,0,1,42,42,12,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,2,1,0,1,1
2005,7,2,1,0,1,44,44,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,2
2005,7,2,1,0,1,46,46,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2005,7,2,1,0,1,48,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2005,7,2,1,0,1,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,7,2,1,0,1,12,12,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,14,14,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,16,16,13,0,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,18,18,18,0,0,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
